dialog_id,speaker,text
5516,spk1, You can ask questions about the position you are applying for . 
5516,spk0," In this case , you should remember to give thanks for the reply you get . "
5516,spk1, Of course . 
5516,spk0, Just say goodbye to the interviewer before you leave . 
5516,spk1," Besides , remember to make acknowledgments through an E-mail or a call . "
5517,spk0,Excuse me . When is breakfast time ? 
5517,spk1, From 6:00 to 9:00 . 
5517,spk0," Well , I would like to order breakfast for tomorrow coming . "
5517,spk1," Certainly , Sir . What would you like to have ? "
5517,spk0," Please give me two fried eggs , two orders of toast and a cup of coffee . "
5517,spk1, Fine.Have a nice stay here . 
5518,spk0,"Excuse me , Ma ' am . I would like to mail this package door to door via airmail to London . It is a very important package and has to be sent within 3 days . "
5518,spk1," No problem . But , the postage is much higher than the regular package . "
5518,spk0, That's fine with me . I am willing to pay for it as long as you can guarantee me the package can arrive in time . 
5518,spk1, OK . All the registered airmail packages can be received in 5 working days . 
5518,spk0, I see . How much do I need to pay in total for this package ? 
5518,spk1, It's 500 dollars . 
5518,spk0, Can I have the receipt ? Just in case I can trace it if something goes wrong . 
5518,spk1, Sure ! Please just fill in your I . D . number and ways to contact you here . 
5518,spk0, Do I need to include my zip code in the address ? 
5518,spk1, You had better include that because it is easier for the mailmen to find the correct mailing address . 
5518,spk0, Thank you very much . Here is 500 dollars . 
5518,spk1, Here is your receipt . Contact us if your friend still doesn't receive the package after 5 work days . 
5519,spk0,"Good day , Madam . What service do you require today ? "
5519,spk1," I'd like some info about your Payroll Services , please . "
5519,spk0," It's possible to sign an agreement with us , and then we can pay your staff directly . That is called an Entrustment Agreement . "
5519,spk1," I see . How is it paid ? I mean , what payment methods are possible ? "
5519,spk0," We can transfer the funds each month , at your request , into each employee's account . It is possible to pay in cash or to pay directly to the employee's savings account , no matter which bank they do business with . "
5519,spk1," That sounds pretty good . Tell me , must we use the same payment method for all of our employees ? "
5519,spk0, Not at all . We can adjust the payment methods depending on the requirement of each employee . 
5519,spk1, That sounds just perfect . I'll talk things over with some colleagues and get back to you . Thank you very much for the information . 
5520,spk0,"I ’ d like to make a collect call to Beijing China , please . "
5520,spk1," What ’ s the number you are calling , please ? "
5520,spk0, The number I am calling is 86-10- 4016-9988 
5520,spk1, What ’ s the name of the person you are calling ? 
5520,spk0," Marty Smith . M-A-R-T-Y , S-M-I-T-H "
5520,spk1," Thanks . What ’ s your name and phone number , please ? "
5520,spk0, My name is Jennifer Smith . My phone number is 610-934-9901 . 
5520,spk1," Thank you . I ’ ll put the call through for you . Hold on the line , please . "
5521,spk0,Your daughter will be back soon . I'm going to start making dinner . You can just watch some TV in TV room if you like . We just bought a new TV with a LCD screen . The remote control is on the coffee table next to the armchair . 
5521,spk1, Would you mind if I helped out in the kitchen instead ? I do enjoy cooking . 
5521,spk0, This is supposed to be your vacation ; we'd like you to just relax . 
5521,spk1," Cooking makes me feel relaxed . So , what are we cooking ? "
5521,spk0," Ok , well , we're going to make a pan of lasagne , a salad , and some garlic bread . Here's the recipe . Do you want to get the ingredients we need out of the cupboard ? "
5521,spk1," Sure . We should probably pre-heat the oven right away , too . "
5521,spk0, That's a good idea . Can you set the oven to 200 degrees Celsius ? 
5521,spk1, That's a bit high for lasagne . I'll just set it at 180 degree and we can take it from there . 
5521,spk0," Fine . I'll just get out the casserole dish , the saucepan , the salad bowl , and the baking sheet . "
5521,spk1," You know , I could do this myself . Why don't you go get the screwdriver and the pliers and go fix the vacuum cleaner so it works better ? "
5521,spk0, I don't think it's broken . 
5521,spk1," Well , if it's not broken , then you need to learn how to vacuum better , because it doesn't look like you've vacuumed for ages ! "
5521,spk0, Fine . I'll go vacuum . Let me know if you need any other help . 
5522,spk0,Have you taken your temperature ? 
5522,spk1," Yes , and it is 37 ° C . "
5522,spk0," Well , open your mouth and let me have a look . It is nothing serious . You haven't got a fever . But you should take the medicine and need have more rest recently . When you feel well , you could take more exercises , or play sports like basketball , running , and swimming . And eating healthy food , having more fruits and vegetable and drinking milk are good for your heath . "
5522,spk1," Yes , I see . Thanks a lot . "
5523,spk0,"Good morning , welcome to Bank of the USA . How may I help you today ? "
5523,spk1," Hi , I need to transfer some money to another account . It ’ s urgent . "
5523,spk0," Okay , have you made a wire transfer at our bank before ? "
5523,spk1, No . I ’ Ve never made a transfer before . 
5523,spk0," It ’ s alright , I will take you through the procedure . Are you transferring funds to a company or an individual account ? "
5523,spk1, A company account . I need to pay a bill . 
5523,spk0," Okay , I ’ ll need the name of the company and their bank routing number as well as their bank ’ s address and phone number . "
5523,spk1, I have all the information in this folder . 
5523,spk0," Well . You ’ Ve come prepared.You have all the necessary materials so we can go ahead and make the transfer right now . It ’ s a simple transaction , and we can process it today . "
5523,spk1," Oh , that ’ s such a relief . I didn ’ t want the payment to be overdue . Thank you so much . "
5523,spk0, It ’ s my pleasure . 
5524,spk0,"Waiter , show me the menu , please . "
5524,spk1," Yes , here you are . Would you care to order now , Sir ? "
5524,spk0, I'll have the baked salmon . 
5524,spk1, Any vegetable ? 
5524,spk0, I'd rather have broccoli . 
5524,spk1, OK . Can I serve you anything else ? 
5524,spk0," Yes , I'd like another cup of coffee . "
5524,spk1, All right . 
5525,spk0,"I ’ m really glad I got a chance to talk to you before you left , Mary . Have a safe trip ! "
5525,spk1, Thanks . Try not to work too hard while I ’ m away ! 
5525,spk0," Yeah , I ’ ll try not to ! See you after Christmas . "
5525,spk1, Okay-bye ! Have a nice Christmas . 
5526,spk0,"If I remember correctly , time of delivery is another point on wich we differ . "
5526,spk1, That's right . Let's go into the details . 
5526,spk0, Ok . I hope you can have these goods delivered before the end of Sep . We'd like them to be there in time for our Christmas sales . 
5526,spk1," Christmas doesn't come until almost the end of the year , right ? "
5526,spk0, But in the United States the Christmas season begins about a month before Dec . 25 . 
5526,spk1, Well . I am afraid it will be difficult for us to advance the time of shipment . Our manufacturers are fully committed at the moment . 
5526,spk0, I hope you'll try to get them to step up production . 
5526,spk1," As new orders keep pouring in , the workers are working three shifts to step up production . "
5526,spk0," If that's the case , there is nothing more to be said . "
5526,spk1, I am sorry . 
5526,spk0, What's your last word as to the date then ? 
5526,spk1, I said by the middle of Oct . This is the best we can promise . 
5526,spk0, All right . I'll take you at your word . 
5526,spk1," Good . Let's call it a deal . We will do our best to advance the shipment , but your L / C should be opened early Sep . "
5526,spk0, I promise . 
5527,spk0,"This way , please . We've got a nice private for you . "
5527,spk1, That's good . Thank you . 
5527,spk0, Here we are . I hope you will like it . 
5527,spk1, It's good . It's a nice room . 
5527,spk0, And here is the menu . I'll come back soon . 
5527,spk1, Thank you . 
5528,spk0,"If we employ you , what starting salary would you expect ? "
5528,spk1, I'd like to start at 3000 yuan a month . 
5528,spk0, I think your background and experience are worth the compensation . 
5528,spk1, Does it include bonuses ? 
5528,spk0," No , there are annual bonuses , one week paid vacation a year , and health insurance . "
5528,spk1, Very good . 
5529,spk0,"Shall we discuss the packing ? You know , a well-designed package helps sell the goods , so the products must not only be superior in quality , but also attractive in appearance . I'd like to see the sample of packing . "
5529,spk1, We have made a lot of improvement in packing . You are welcome to see the sample in the showroom . I think you will find the new packing beautiful and quite well-done . 
5529,spk0, Quite good . The beautiful design and bright color are just the European taste . How are you gonna pack these blouses ? 
5529,spk1, We are going to pack them in boxes with a colored picture of the blouse on it . Inside we ’ ll use a transparent poly bag for the blouse ready for the window show . You'll see that the blouses will appeal to the eye as well as to the purse . 
5529,spk0, Wonderful . 
5530,spk0,Can you help me set up my voicemail message ? I just got this service and I am not really sure what I am supposed to say . 
5530,spk1," Sure ! You just basically gotta let the caller know who they called , and ask them for their contact information so you can call them back . "
5530,spk0," Ok , so can I say , "" This is Abby's voicemail . I will call you later , so leave me your name and number "" . "
5530,spk1," That's more or less the idea , but try something that sounds more friendly . "
5530,spk0," Ok , so how about this , "" This is Abby and I am really happy you called ! I promise I will give you a ring as soon as I can , so please leave me your name and number . Talk to you soon ! "" . "
5530,spk1," A little too friendly Abby . Just say this , "" Hi , you have reached Abby . I am unable to answer your call right now , but if you leave me your name and phone number , I will get back to you as soon as possible . Thanks "" . "
5530,spk0, That's perfect ! Can you say that again and record it for me ? 
5531,spk0,Is that the latest issue of Reader you're reading ? 
5531,spk1," Yes , it is . It has some really good articles in it . "
5531,spk0, I know . I have been a subscriber for the past two years . 
5531,spk1, I didn't know that . How much does it cost to subscribe ? 
5531,spk0," I'm not exactly sure , but it's not that expensive at all . "
5531,spk1," I used to subscribe to it , but I cancelled my subscription last year . "
5531,spk0, Why did you do that ? 
5531,spk1, I was the only person in my family reading it . Everyone in my family just likes to read Fashion . 
5531,spk0, It's the same in my family . The coffee table in my living room is covered with copies of Fashion . 
5532,spk0,I think I should join a fitness centre . I am getting a little fat and I'm totally out of shape . Even a quick walk of a few hundred metres leaves me out of breath . 
5532,spk1, I'm afraid you are beginning to look a little overweight . You really need to stop smoking . That's the main reason you're unhealthy . 
5532,spk0," I guess you're right . I've tried stopping , but I just can't seem to quit . "
5532,spk1, Why don't you try smoking one cigarette less each day ? How many do you smoke each day now ? 
5532,spk0, I smoke around 30 each day . 
5532,spk1," Ok . So for one month , reduce the number you smoke by one a day . At the end of the month , you'll have quit . You should also buy a tracksuit and go jogging every morning . You don't need to jog far . "
5532,spk0," If I do a few exercises at home , like crunches , I'll soon deal with this waistline . "
5532,spk1, Be careful when you go jogging . Don't put yourself under too much stress . You're still a smoker shouldn't do too much exercises in your condition . 
5532,spk0," I'll join a fitness centre . I'm sure they'll be able to give me more advice . There's one near my office , so I can go before and after work . I don't want to go jogging in the street , so I'll use a treadmill . "
5532,spk1, Good idea . Remember to eat healthily too . The trainers at the fitness centre will be able to advise you on your diet . 
5533,spk0,How are you doing ? 
5533,spk1, Great . Thanks . 
5533,spk0, May I help you with something ? 
5533,spk1, I would like to transfer some money . 
5533,spk0, Where would you like to transfer money from ? 
5533,spk1, Take it from my savings account . 
5533,spk0, Where would you like the money transferred ? 
5533,spk1, I want it transferred into my checking account . 
5533,spk0, How much would you like to transfer ? 
5533,spk1, I would like to transfer $ 200 . 
5533,spk0, Will that be all today ? 
5533,spk1, That ’ s it for today . Thank you . 
5534,spk0,I'm hungry . Do we have anything to eat ? 
5534,spk1, Just a few cookies . 
5534,spk0, That's fine with me . 
5535,spk0,"Excuse me , I want to know the price of your CPU . "
5535,spk1, Glad to tell you . The price of CPU is 300 dollars . 
5535,spk0," It's rather too high . If you can make it cheaper , we will be able to place large orders continuously . "
5535,spk1," If you order a large amount , we can give you a discount . "
5535,spk0," Well , can you explain it to me ? "
5535,spk1," The price of CPU is 260 dollars above 1,000 Units . "
5535,spk0, Can you reduce more ? 
5535,spk1," I'm sorry , but to be frank , considering exploiting the market in your country , we have already supplied you at very low preferential price . "
5535,spk0," In that case , we have to stop ordering if a reduction can't be made . Please reconsider . "
5535,spk1, It is so hard to deal with . 
5535,spk0," If you can give us a more reduction , We'd be able to give you an order on the spot . "
5535,spk1, This price is the best we can make . 
5536,spk0,"Can I help you , sir ? "
5536,spk1," Yes , I want to buy some grapes . "
5536,spk0, What kind of grapes do you want ? 
5536,spk1, People say grapes from XinJiang are much sweeter than other kinds . Please give me a kilo of that . 
5536,spk0," Ok , wait a moment please . "
5536,spk1, Make sure they are fresh . 
5536,spk0, Trust me . 
5537,spk0,How's the building work going ? 
5537,spk1," Well , I'm afraid we've had a slight delay . "
5537,spk0, What's the problem ? We really can't have any delays at this stage . We're working to a really tight schedule and we're already over budget . 
5537,spk1," The cement arrived late but don't worry , I'm confident we can still meet the deadline . The crew is on stand-by and as soon as the concrete has set we can get started again . "
5537,spk0, OK . Keep me informed . Jt must be ready on time . 
5538,spk0,"Yes , sir ? "
5538,spk1," I hate to complain , but this soup is too salty . "
5538,spk0," I'm very sorry , sir . I'll ask the manager to take care of this . "
5539,spk0,What do you expect of the position ? 
5539,spk1, I hope to apply my knowledge and experience on the job and make further improvement . 
5539,spk0, What do you think about occupational planning ? 
5539,spk1," It is quite important for all of us . Without clear goals , one may lose direction and cannot pave the way for their future . "
5539,spk0, Tell me something about your goals . 
5539,spk1," As a graduate , it may be more important to develop myself effectively in my future work . And whatever job I may take , I will make the best efforts . "
5539,spk0," If confronted with difficult task , what will you do ? "
5539,spk1, I will make full use of the chance and get myself ready for the challenges all the time . 
5539,spk0, Would you care much about your salary ? 
5539,spk1," Salary is , admittedly , important , but I will care more about what I can learn from the job . "
5539,spk0," If you were assigned some work which you are not so interested , would you take it or not ? "
5539,spk1," I would take it . After all , interest is not the only thing one should care about . "
5540,spk0,"I think it is easier to buy a car than to maintain it . What ’ s worse , I just don ’ t trust those vehicle maintenance shops . Sometimes , they overcharge or don ’ t build those parts I have been paying for . Last week , they even tried to persuade me to buy new parts which really need not to be changed . You know , my car is just half a year old and also good brand . I was just wondering about all these . "
5540,spk1," There are such shops living on selling parts . I don ’ t like their service either . All they want is your money . But in the long run , they will be losing costumers . Anyway , car service business is new in China . We all have to control what they are doing . Otherwise , they will not improve . "
5540,spk0, Is it possible to make a compliant call to some organization what it ’ s someone gets rip-off . 
5540,spk1," Yes , there is . Those organizations exist . You always can call a lawyer if you need legal help . "
5541,spk0,Hello . I am Bili and I made an appointment with you to see the house . 
5541,spk1," Glad to meet you . This way , please . "
5541,spk0, The house is a little too old . 
5541,spk1, But it's quite convenient for you to go to any part of the city . The subway is nearby . 
5541,spk0, Yes . That's why I like the house . 
5542,spk0,"What companies are stockholders in this company , do you know ? "
5542,spk1," Yes , the main stockholder is International Business Machines Corporation , namely , IBM for short . "
5542,spk0, What section would you like to work in if you enter this company ? 
5542,spk1, I wish to work in the planning department . 
5542,spk0, What type of work will you expect to do at first ? 
5542,spk1, I expect to operate computers . 
5542,spk0, What are your plans for the future ? 
5542,spk1, I wish to move up to higher positions with acquisition of more experience in the future . 
5542,spk0, How long does it take to get here from your home ? 
5542,spk1, It's a twenty-minute bus ride . 
5542,spk0, How long do you think that we can depend on your working here ? 
5542,spk1, I ’ ll work here as long as you expect me to . 
5542,spk0," You are single now , but what will you do when you get married ? "
5542,spk1," I ’ Ve thought about that a lot . I know that many women take a job , planning to make a career of it , and then they change their mind . But I am hoping to make it my lifetime work . So if I get married , I will find some ways that I can continue my work . "
5542,spk0, Do you think you will want to continue working here even after you ’ Ve had a child ? 
5542,spk1, I think so . 
5542,spk0, What ideas do you have if we employ you ? 
5542,spk1," Ever since I was a young girl , I ’ Ve been clever with my hands . I ’ Ve always enjoyed doing detailed work . If I could use that ability to make your products a little better and to benefit the company , I would be happy . "
5542,spk0, Do you have any particular conditions that you would like the company to take into consideration ? 
5542,spk1," No , nothing in particular . "
5542,spk0," If you are employed by us , how are you going to do your part of the work ? "
5542,spk1," I'll first get further information about our goals , ways , counterparts and management , etc . . Then I ’ ll make my plan . And then I ’ ll go with all my effort to see it is realized . "
5542,spk0," If you fail to do your work well , what are you going to do ? "
5542,spk1, I ’ ll report it honestly . I ’ ll give a correct analysis . I may quit the job - and pay compensation . But I have my way to judge whether I fail . 
5542,spk0, What do you think if you do not have much spare time on this job ? 
5542,spk1," People are supposed to work hard within regular work time , especially when it is an important work that is highly paid for . I don ’ t mind work over spare time if it is paid for . "
5542,spk0, What are your expectations from working on this job ? 
5542,spk1," Getting more experience with a widely-known company like yours . Using my speciality in marketing and management . And getting advancement in salary and position . Show my enterprise , confidence and character in passing . "
5542,spk0," If you were choosing a person for this job , what kind of individual would you select ? "
5542,spk1," I would select the individual that has the most qualifications among all the applicants . He doesn ’ t have to be the person if we have to fill the vacancy . But he has to be the best , even if we have to pay him higher . "
5542,spk0," If we do not employ you , what are you going to do ? "
5542,spk1," I will feel it is a pity . But I will not feel so bad . I will go for other interviews until I am employed satisfactorily . Hopefully before I find another position , you will call me back . "
5543,spk0,"We ’ re having a department meeting at 10 o ’ clock , ok ? "
5543,spk1," That ’ s fine ... I need to pick up some stationary-you know , a stapler , scissors , files , who should I see about that ? "
5543,spk0," See Julie , the receptionist . She knows where all that stuff is kept . You might like a calendar for you desk . She can give you one of those too . "
5543,spk1, Thanks . I need to make a few photocopies . 
5543,spk0," The photocopier is near my office . Come on , I ’ ll show you where it is . "
5543,spk1, Do you enjoy working in this office ? 
5543,spk0," Yes , I do . Everyone ’ s really friendly . Sometimes , I wish I worked outdoors more , especially during the summer . "
5543,spk1, What ’ s usually discussed at the department meetings ? 
5543,spk0, We usually tell each other where we are with various clients and potential clients . The boss assigns extra duties to people who she thinks can best deal with them . It ’ s also a chance to put forward su 
5544,spk0,"You must like to dance , right . "
5544,spk1, I'd love to . Do you often come here to dance ? 
5544,spk0," Yes , I like the old style dance , such as waltz 、 rumba and so on . They are quite graceful . "
5544,spk1, You are waltzing quite wonderfully . It's great to dance with a experience and talent partner . 
5544,spk0," Thank you for saying . I think you are light on your toes too . Oh , the music starts again , would you like to have another dance , miss ? "
5544,spk1," Ok , that would be great . Do you like modern dance ? I don't care for it . "
5544,spk0, Neither do I . I don't like any kind of modern dances all . 
5545,spk0,I'm going to paint the house today . 
5545,spk1, Are you sure there is enough paint for the house ? 
5545,spk0, Maybe not . Could you buy some while you're out ? 
5545,spk1, No problems . What color ? 
5546,spk0,I had a job interview this morning . 
5546,spk1, Really ? How did it go ? 
5546,spk0," Pretty well , I think . "
5547,spk0,Room service.What can I do for you ? 
5547,spk1, I have just checked in this afternoon . I am wondering what shall I do if I want to have some clothes washed . 
5547,spk0, There is a laundry form in your room ars well as a bag.Fill out the form and put them together with the laundry in the bag.The maid will come and pick it up . 
5547,spk1, That's convenient.Thank you . 
5548,spk0,May I help you ? 
5548,spk1," Yes , I'm looking for a job as a clerk typist in English . "
5548,spk0, I'm Mary Kelly . May I ask your name ? 
5548,spk1," My name is B . How are you , Miss Kelly ? "
5548,spk0," I'm glad to meet you , Mr . Zhuang . Sit down , please . "
5548,spk1," Thank you , Miss Kelly . "
5548,spk0, What are your qualifications for being a clerk typist ? 
5548,spk1, I can type 120 words a minute and I take shorthand at 80 words a minute . 
5548,spk0, Would you be willing to take a typing and shorthand test ? 
5548,spk1," Yes , I would . "
5548,spk0, ( After testing ) Your typing and stenography are pretty good . Would you be interested in applying for the job ? 
5548,spk1," Yes , I'd like to give it a try . "
5548,spk0," All right . You need to have an interview with our manager , Mr . McBride . Let's go to his office . "
5549,spk0,"Hi ! This is John Li , is my car fixed yet ? "
5549,spk1, Let me run and check . 
5550,spk0,"Excuse me , where can I find a guide ? "
5550,spk1, You can find one at the ticket office . 
5550,spk0, Thanks a lot . Have a nice day . 
5550,spk1, You are welcome . 
5551,spk0,"Bobby ! Come here , look what I got you ! "
5551,spk1, What is that ? 
5551,spk0, A chess board ! Daddy is going to teach you how to play ! 
5551,spk1, Cool ! 
5551,spk0," Ok , each player gets 16 pieces . You can be the white ones and I ’ ll play with the black pieces . Now in the front , you set up the pawns . Those are the least valuable pieces and can only move one space forward . When you are about to capture another piece , it can move one space diagonally . "
5551,spk1, What about all these other pieces ? 
5551,spk0," See this one that looks like a tower ? It ’ s called the rook . The one with the tall hat is called the bishop . See this little horsey ? This is called the knight , it ’ s a very important piece so it ’ s best to not let your opponent capture it . "
5551,spk1, And these two ? They are husband and wife ? 
5551,spk0," That ’ s right ! That ’ s the queen and that ’ s the king . If the other player captures your king , he will say ” Check Mate ” and the game is over ! Doesn ’ t this sound fun ? "
5551,spk1, Nah ! This is boring ! I ’ m gonna go play Killer Zombies on my PlayStation ! 
5552,spk0,I came to this lab to have my blood drawn . 
5552,spk1, You are in the right place . Roll up your left sleeve and have a seat . 
5552,spk0, What am I being tested for ? 
5552,spk1, Your doctor wants to know what your white blood cell count is . 
5552,spk0, What does my white blood cell count tell him ? 
5552,spk1," Usually if your white count is off , the doctor suspects an infection . "
5552,spk0, How much will it hurt ? 
5552,spk1, It is only a pin prick . I have to put this tourniquet on your arm to make the vein easier to find . 
5552,spk0, Is that my blood going into that tube ? 
5552,spk1, That blood that just filled the tube is all that I needed . Thanks for coming in ! 
5553,spk0,Good afternoon . Can I help you ? 
5553,spk1, Is it possible for me to buy some RIB at this counter ? 
5553,spk0," Of course , that's no problem at all . "
5553,spk1, That's a relief ! I was a little worried about it ; I left England in a bit of a hurry . 
5553,spk0, How much would you like to change ? 
5553,spk1," Well , I'm only here for 3 days , so I think 500 GAP should be plenty . "
5553,spk0," Please fill in this exchange form , and I'll need to see your passport , and sign here . That's the money and your passport back . Of course , if you don't spend all of it , you can come back and we'd be happy to buy the local currency back from you . "
5554,spk0,I'm looking for a pan I can use in my kitchen . 
5554,spk1, What size pan were you thinking of ? 
5554,spk0, I've already got a small pan . I need a big one . 
5554,spk1," Well , this one might work for you . "
5554,spk0," Oh , no , that's way too heavy a pan for me . "
5554,spk1," Here , lift this aluminum pan . It's the same size . "
5554,spk0," Yes , it's very lightweight . But I don't want this aluminum handle . "
5554,spk1, Here's a similar aluminum pan . But it has a heat-resistant handle . 
5554,spk0," Oh , this feels very nice . It's perfect . I'll take it . "
5554,spk1, I knew we'd find the right pan sooner or later . How would you like to pay ? 
5554,spk0," Cash . But first , I need a lid for this pan . "
5554,spk1," Oh , no problem . Here's the lid that comes with the pan . "
5555,spk0,I found a great school for Junior ! 
5555,spk1, Don't you think it's a little early to be looking for schools ? We haven't even had the baby yet ! 
5555,spk0, We can't be too cautious about these things . 
5555,spk1, You are going to be such an adorable father ! Tell me about this school . 
5555,spk0, There is a huge slide on the playground and lots of trees and even a little brook ! 
5555,spk1, What about inside the school ? 
5555,spk0, There is a library right inside the front door . 
5555,spk1, I think our child is going to love it ! 
5556,spk0,How much is the postage for this postcard to China ? 
5556,spk1, How would you like to send it ? 
5556,spk0, By airmail . 
5556,spk1, Sixty cents please . 
5556,spk0, Here you are . 
5556,spk1, Please write down the zip code in the mailing address . 
5556,spk0," Oh , one more thing , I want to send the card by registered mail too . "
5556,spk1, OK . please give me twenty cents . 
5556,spk0, Here it is . and thank you very much . 
5556,spk1, You're welcome . 
5557,spk0,"Daniel , you know ? Lisa has invited us to have dinner this afternoon . "
5557,spk1, Really ? Let ’ s hit the road . 
5558,spk0,"If I remember correctly , time of delivery is another point in which we differ . "
5558,spk1, That's right . Let's go into details of it . 
5558,spk0, Ok . I hope you can have these goods delivered before the end of September . We'd like them to be ready in time for our Christmas sales . 
5558,spk1," Christmas doesn't come until the end of the year , does it ? "
5558,spk0," No . But in the United States , the Christmas season begins about a month before December 25 . "
5558,spk1," Well , I'm afraid a little bit difficult for us to advanced the time of shipment . Our manufacturers are fully committed at the moment . "
5558,spk0, I hope you can try to get them to step up production . 
5558,spk1, They are already working three shifts a day to step up production as new orders keep pouring in . 
5558,spk0," If that's the case , there's nothing to be done about it . "
5558,spk1, I'm sorry . 
5558,spk0, What's your last word as to the delivery date then ? 
5558,spk1, By the middle of October . This is the best we can do . 
5558,spk0, All right . I'll take your words at that . 
5558,spk1," Good . Let's call it a deal . And we'll do our best to advance the shipment , but your letter of credit should be opened early September . "
5558,spk0, I promise . 
5559,spk0,"Yes , sir . What'll it be for you ? "
5559,spk1, Two hamburgers and French fries . 
5559,spk0, Is there anything else ? 
5559,spk1," Give me two cokes also , please . "
5559,spk0, Is this to go or to eat here ? 
5559,spk1, We'll eat here . 
5559,spk0, Here you are . That's eight fifty . 
5559,spk1," And can I have some ketchup , please ? "
5559,spk0, It's on the service counter over there . 
5560,spk0,Welcome to Lincoln Bank . What can we do for you today ? 
5560,spk1," Hello . I called earlier in the week and spoke to someone in the personal loans department about an overseas study loan . She said to come in as soon as I had the chance , as this must be done in person . I'd like to apply today . "
5560,spk0," OK , that's absolutely fine . I will need to see some credentials before we can get started . Do you have the notification of admission letter from your university , your passport and your visa with you ? "
5560,spk1," Yes , yes . It's all here . There you go . I'm not sure if I need any other proof or guarantee to get this loan , do I ? "
5560,spk0," You do , I'm afraid . There are 3 ways to do this . You can choose , mortgage , pledge or guarantee mode . "
5560,spk1," Yes , I read about all of these in the brochure and decided which would be more suitable for me . I'd like to go for the guarantee mode , please . "
5560,spk0," Right , that's no problem . I see you are already well informed . If you choose that one , you can borrow up to 70 % of the total tuition and miscellaneous fees . "
5560,spk1," OK , that's perfect , 70 % is excellent , it'll be a big help . Thanks . "
5561,spk0,"Excuse me , sir ? I just need a little bit more information . Could you tell me your telephone number and mailing address ? "
5561,spk1," Sure . My number is 545-8897 , and I live at 908 Mulbury Street . "
5561,spk0," That ’ s 545-8897 and your mailing address is 908 Mulbury Street . The zip code is 20310 , right ? "
5561,spk1, That ’ s right . 
5562,spk0,"Excuse me , Ms . Montgomery ? "
5562,spk1," I ’ m sorry , Jeff . Please don ’ t interrupt me right now . I ’ m in the middle of a conversation . "
5562,spk0," Oh , I ’ m sorry , Ms . Montgomery . I ’ ll come back later . "
5562,spk1, That ’ s all right . I ’ ll be finished in a little while . 
5563,spk0,Are you feeling OK ? 
5563,spk1, My stomach is bothering me . 
5563,spk0, What have you been eating ? 
5563,spk1, I had a ham sandwich with mayonnaise for lunch . 
5563,spk0, Maybe the food had something wrong with it . 
5563,spk1," It could be bad food , but I didn ’ t feel so well yesterday , either . "
5563,spk0, Have you been under a lot of pressure lately ? 
5563,spk1, I haven ’ t been under any more stress than usual . 
5563,spk0, Perhaps you have caught that bug that is going around . 
5563,spk1, I feel like maybe I am coming down with the flu . 
5564,spk0,Where will it be ? 
5564,spk1, Take me to the railroad station . Can you put my baggage in the trunk ? 
5564,spk0," OK . But let me park my car in a better position . All right , miss . Where are the bags ? "
5564,spk1, Over there . 
5564,spk0, That's a lot . What did you bring with you ? 
5564,spk1, They're just gifts I bought . Don't worry . They are not heavy . 
5565,spk0,"Beth , would you like me to help you carry it ? "
5565,spk1," Thanks , but I don't want to put you into any trouble . "
5565,spk0, Don't be silly . It's no trouble at all . 
5566,spk0,What are you doing ? 
5566,spk1, I ’ m just looking for a nice pillow on Ebay . 
5566,spk0, You are shopping for a pillow online ? That ’ s absurd ! 
5566,spk1," Why ? I don ’ t have to leave the house or browse a dozen stores to find what I ’ m looking for . This way , I just search for it online quick and easy . "
5566,spk0," I see , but how do you pay for it ? How do you know you aren ’ t going to be ripped off by the seller ? "
5566,spk1," Well , the website handles a point system where if the seller does something wrong , people comment negatively and then you know that he or she may not be trustworthy . "
5566,spk0," Wow , that sounds pretty safe . So how do you pay ? Do you need a credit card ? "
5566,spk1, You can use a credit card or your debit card . They also let you use the Paypal system which is really safe and fast . I have never had any problems with someone hacking my information or anything . 
5566,spk0, Do you think I can find a sweater for my dog online ? 
5566,spk1," You can find anything ! Are you sure you want to start shopping online though ? Once you step into this world , there is no turning back ! "
5566,spk0, Let ’ s do it ! 
5567,spk0,Mom ! ? ? ? 
5567,spk1," I know , sweetie . Just open wide . Don't talk . "
5567,spk0, Mmm ... 
5567,spk1," Oh , you've got a fever . One-oh-one ... time to break out the children's Tylenol . "
5567,spk0, I have the chills . Can you turn on the heater ? 
5567,spk1, We're not turning on the heater in May ! You need to take a bath . We'll heat you up and see if you can sweat this thing out . 
5568,spk0,I would like to place an order . 
5568,spk1," Alright , Ma'am . What items would you like to order today ? "
5568,spk0," I have your catalog here . Do you want me to tell you the item numbers , or the names ? "
5568,spk1," You may tell me both , Ma'am . "
5568,spk0, Alright . I want to order the satin sheets on page 28 . 
5568,spk1, The Merriman satin sheets ? 
5568,spk0," Yes , that's right . "
5568,spk1, And what size would you like ? 
5568,spk0, I need one full set of sheets in King-size . 
5568,spk1," Alright , Ma'am . And what color did you want ? "
5568,spk0," Ivory , please "
5568,spk1," So that is product number MS2119 , Size "
5568,spk0," Yes , I think so . Can I ask you something ? "
5568,spk1, Certainly . 
5568,spk0, I'm a foreigner here . My English isn't perfect . Can you tell me what satin is ? 
5568,spk1," Satin is like silk , Ma'am . It feels like silk . But it's a different material . "
5568,spk0, I see . That's what I thought . 
5568,spk1, Anything else today ? 
5568,spk0," No , I just need the sheets . "
